Quantity,UnitPrice,Discount,AdvertisingSpend,CustomerAge,Sales,Region_East,Region_North,Region_South,Region_West,Product_Clothing,Product_Electronics,Product_Food,Product_Furniture
3,356,15,3644,46,907.8,False,False,True,False,False,False,False,True
3,3847,5,742,41,10963.95,False,False,True,False,False,False,False,True
9,4742,20,4585,27,34142.4,True,False,False,False,False,True,False,False
6,2341,20,8454,62,11236.8,False,False,True,False,True,False,False,False
13,3275,10,7769,34,38317.5,True,False,False,False,False,False,True,False
2,3706,10,7630,35,6670.8,False,False,True,False,False,True,False,False
8,3436,0,7328,59,27488.0,False,True,False,False,True,False,False,False
2,4997,20,8862,37,7995.2,True,False,False,False,False,True,False,False
4,513,10,9344,54,1846.8,True,False,False,False,False,False,False,True
15,2114,5,6831,62,30124.5,False,True,False,False,True,False,False,False
4,1481,15,4012,35,5035.4,True,False,False,False,False,True,False,False
13,1198,5,1999,34,14795.3,True,False,False,False,False,True,False,False
12,3526,15,2658,26,35965.2,False,False,True,False,False,False,True,False
13,3755,10,5662,31,43933.5,True,False,False,False,False,True,False,False
14,1009,0,4539,46,14126.0,False,False,False,True,True,False,False,False
18,287,5,2535,48,4907.7,False,True,False,False,True,False,False,False
6,4144,5,8477,21,23620.8,False,False,True,False,False,False,True,False
11,3856,5,1357,35,40295.2,False,False,True,False,True,False,False,False
2,2115,15,4323,37,3595.5,False,False,False,True,False,False,False,True
19,2192,10,7270,64,37483.2,False,True,False,False,True,False,False,False
19,3744,5,9741,60,67579.2,False,True,False,False,True,False,False,False
5,2230,5,798,61,10592.5,False,False,True,False,False,True,False,False
19,457,0,7744,26,8683.0,True,False,False,False,False,True,False,False
2,2522,0,1423,30,5044.0,False,False,True,False,True,False,False,False
10,4357,10,4732,32,39213.0,False,True,False,False,False,False,True,False
2,4645,10,4806,44,8361.0,False,False,False,True,False,True,False,False
11,1597,20,3299,32,14053.6,False,False,True,False,False,False,True,False
18,2258,0,7078,45,40644.0,False,True,False,False,True,False,False,False
15,2655,20,5375,54,31860.0,False,False,True,False,True,False,False,False
9,2442,15,5826,36,18681.3,True,False,False,False,False,False,False,True
19,3051,20,7082,43,46375.2,False,False,True,False,False,True,False,False
9,1338,5,2302,43,11439.9,False,False,True,False,True,False,False,False
3,1073,20,3157,42,2575.2,False,True,False,False,False,False,False,True
9,4827,10,3846,43,39098.7,False,True,False,False,False,True,False,False
14,4065,15,3449,43,48373.5,False,True,False,False,True,False,False,False
19,1150,5,1441,63,20757.5,False,False,True,False,True,False,False,False
7,3801,20,2407,45,21285.6,True,False,False,False,False,True,False,False
16,2880,15,5337,35,39168.0,False,False,False,True,False,True,False,False
16,1688,15,8605,49,22956.8,False,False,False,True,False,True,False,False
1,3978,5,1743,20,3779.1,False,True,False,False,True,False,False,False
4,2468,20,6196,19,7897.6,False,True,False,False,True,False,False,False
4,536,15,1966,50,1822.4,False,False,True,False,False,False,False,True
7,2928,15,4457,59,17421.6,False,False,False,True,False,False,True,False
8,1656,0,2466,36,13248.0,False,True,False,False,False,True,False,False
17,3958,15,875,34,57193.1,True,False,False,False,True,False,False,False
5,1404,0,762,61,7020.0,True,False,False,False,True,False,False,False
7,2484,20,4862,50,13910.4,False,True,False,False,False,True,False,False
4,282,20,7002,29,902.4,False,True,False,False,False,False,True,False
6,1689,20,8333,20,8107.2,False,False,False,True,False,True,False,False
7,1687,10,2393,60,10628.1,False,False,False,True,False,False,True,False
18,759,20,8606,43,10929.6,False,False,True,False,True,False,False,False
5,259,15,2152,52,1100.75,False,False,False,True,False,False,True,False
3,4053,5,6040,25,11551.05,True,False,False,False,False,False,False,True
7,1111,0,4392,53,7777.0,True,False,False,False,True,False,False,False
14,152,10,1099,24,1915.2,False,True,False,False,False,False,False,True
7,2407,20,5315,63,13479.2,False,False,False,True,False,True,False,False
5,1328,20,2412,63,5312.0,False,False,True,False,False,True,False,False
5,1135,5,9984,53,5391.25,True,False,False,False,False,True,False,False
2,3802,5,9292,33,7223.8,True,False,False,False,False,False,True,False
6,4145,10,9072,41,22383.0,False,False,True,False,True,False,False,False
15,4549,0,4713,18,68235.0,False,False,True,False,False,True,False,False
10,1364,20,4137,42,10912.0,True,False,False,False,False,True,False,False
7,1984,10,9790,27,12499.2,True,False,False,False,True,False,False,False
5,1909,15,6099,33,8113.25,False,False,True,False,False,True,False,False
1,3267,15,6948,33,2776.95,True,False,False,False,False,False,False,True
13,3897,10,9057,25,45594.9,False,True,False,False,True,False,False,False
18,2441,20,7882,46,35150.4,False,True,False,False,True,False,False,False
13,3514,10,9482,56,41113.8,False,False,True,False,True,False,False,False
18,917,20,4069,45,13204.8,False,False,False,True,False,False,False,True
5,2537,5,8207,23,12050.75,False,False,True,False,True,False,False,False
13,988,10,1246,33,11559.6,False,False,True,False,False,False,False,True
4,767,20,9004,37,2454.4,False,False,False,True,True,False,False,False
17,4828,10,5133,33,73868.4,False,False,False,True,False,False,True,False
3,2724,10,1420,24,7354.8,False,False,False,True,False,True,False,False
17,4332,20,9769,58,58915.2,False,True,False,False,False,False,True,False
11,4623,20,7508,31,40682.4,True,False,False,False,False,True,False,False
4,918,0,2881,60,3672.0,False,True,False,False,False,False,False,True
2,2288,10,4118,43,4118.4,True,False,False,False,False,False,True,False
16,1206,15,9489,43,16401.6,False,True,False,False,True,False,False,False
18,2324,10,4943,31,37648.8,True,False,False,False,False,True,False,False
8,297,10,772,24,2138.4,False,True,False,False,False,True,False,False
3,2771,20,2273,50,6650.4,False,False,False,True,False,False,True,False
9,3592,10,3047,43,29095.2,False,False,True,False,False,False,False,True
6,2548,10,3664,62,13759.2,False,True,False,False,False,False,True,False
10,570,15,5280,37,4845.0,True,False,False,False,False,False,False,True
10,2048,20,1446,20,16384.0,False,False,False,True,False,False,False,True
13,3999,10,1006,21,46788.3,False,True,False,False,False,True,False,False
17,2110,5,7219,43,34076.5,False,True,False,False,False,False,True,False
9,3900,0,8935,28,35100.0,False,False,False,True,False,False,True,False
17,4218,15,9197,19,60950.1,False,True,False,False,False,False,False,True
9,3896,10,6860,31,31557.6,False,False,True,False,False,False,True,False
9,4088,5,8157,61,34952.4,False,True,False,False,True,False,False,False
1,334,10,4090,47,300.6,False,False,True,False,True,False,False,False
2,1028,10,1692,29,1850.4,False,False,True,False,False,False,True,False
16,3707,20,1964,43,47449.6,False,False,False,True,False,False,True,False
1,622,20,890,61,497.6,False,True,False,False,False,False,False,True
10,3623,20,6115,50,28984.0,False,False,False,True,True,False,False,False
18,4626,5,6606,30,79104.6,False,True,False,False,True,False,False,False
8,4988,10,9364,31,35913.6,False,True,False,False,False,True,False,False
11,1729,0,3060,41,19019.0,True,False,False,False,False,False,False,True
2,4728,15,6367,51,8037.6,False,True,False,False,False,True,False,False
8,1416,20,1711,61,9062.4,False,False,False,True,True,False,False,False
8,2957,20,9621,43,18924.8,False,False,True,False,False,False,False,True
17,1224,10,2039,38,18727.2,False,True,False,False,False,False,True,False
15,2687,10,9604,45,36274.5,True,False,False,False,False,False,False,True
17,1123,5,1143,53,18136.45,False,False,False,True,False,False,True,False
13,1478,5,9193,57,18253.3,False,True,False,False,False,False,True,False
19,3474,20,9421,19,52804.8,False,False,False,True,False,False,False,True
5,1619,10,1783,59,7285.5,True,False,False,False,False,False,True,False
12,326,0,8180,26,3912.0,True,False,False,False,False,True,False,False
1,991,15,7845,40,842.35,False,False,False,True,True,False,False,False
5,4172,10,4886,32,18774.0,False,True,False,False,False,False,True,False
8,2357,10,1419,30,16970.4,False,False,True,False,False,True,False,False
13,2888,5,2839,40,35666.8,True,False,False,False,False,False,True,False
8,496,15,9447,34,3372.8,False,True,False,False,True,False,False,False
11,2178,20,6430,19,19166.4,False,True,False,False,False,True,False,False
1,4844,10,5902,37,4359.6,False,False,True,False,True,False,False,False
13,4524,20,6163,37,47049.6,True,False,False,False,True,False,False,False
19,3337,10,5775,63,57062.7,True,False,False,False,False,True,False,False
3,3993,20,1007,20,9583.2,False,True,False,False,False,True,False,False
17,2105,15,1936,29,30417.25,False,True,False,False,False,True,False,False
5,2116,5,9250,57,10051.0,False,False,True,False,False,False,False,True
8,3271,15,7854,19,22242.8,False,False,True,False,False,True,False,False
14,2768,0,5016,53,38752.0,True,False,False,False,False,True,False,False
4,1978,5,4122,31,7516.4,False,False,False,True,False,True,False,False
11,1296,15,4899,33,12117.6,True,False,False,False,False,True,False,False
15,1872,0,5537,36,28080.0,False,True,False,False,False,False,True,False
19,261,10,8611,51,4463.1,True,False,False,False,False,False,False,True
7,4076,10,4215,61,25678.8,False,False,False,True,True,False,False,False
19,1851,20,8337,63,28135.2,False,False,True,False,False,True,False,False
19,875,5,1801,23,15793.75,False,False,False,True,False,False,True,False
11,1039,10,7870,30,10286.1,False,False,False,True,False,False,True,False
5,3320,5,5685,53,15770.0,False,False,False,True,False,False,True,False
5,639,10,2655,39,2875.5,False,False,True,False,True,False,False,False
8,1561,20,6911,35,9990.4,False,False,False,True,False,True,False,False
10,455,15,6865,29,3867.5,False,False,False,True,False,False,False,True
6,3704,20,1192,47,17779.2,False,False,False,True,False,False,False,True
15,3423,0,1978,57,51345.0,False,True,False,False,False,False,True,False
16,334,10,6896,24,4809.6,False,False,False,True,True,False,False,False
17,1648,0,8948,49,28016.0,False,False,True,False,True,False,False,False
8,2196,0,941,36,17568.0,False,False,False,True,True,False,False,False
8,4313,5,3146,23,32778.8,False,False,False,True,False,False,False,True
9,2201,10,5709,37,17828.1,False,False,True,False,False,False,True,False
2,1773,0,7033,44,3546.0,False,False,False,True,False,True,False,False
15,2200,15,5177,60,28050.0,False,False,True,False,False,False,False,True
18,3757,0,7711,54,67626.0,False,False,False,True,False,False,True,False
3,4753,15,3145,24,12120.15,False,False,True,False,False,False,True,False
17,3696,5,8710,22,59690.4,False,False,False,True,False,True,False,False
4,3848,0,9816,28,15392.0,False,False,False,True,False,True,False,False
4,3273,20,8433,32,10473.6,False,True,False,False,False,True,False,False
14,1915,5,5976,20,25469.5,False,True,False,False,True,False,False,False
9,3941,15,8428,22,30148.65,False,False,False,True,False,True,False,False
9,2105,5,2580,40,17997.75,False,False,False,True,False,False,True,False
18,4593,0,6589,54,82674.0,True,False,False,False,False,True,False,False
